v8-version,5,8,283,41,0
code-creation,Builtin,5,0x3c75da744ee0,239,"DatePrototypeGetFullYear"
code-creation,Builtin,5,0x3c75da744fe0,239,"DatePrototypeGetHours"
code-creation,Builtin,5,0x3c75da7450e0,215,"DatePrototypeGetMilliseconds"
code-creation,Builtin,5,0x3c75da7451c0,239,"DatePrototypeGetMinutes"
code-creation,Builtin,5,0x3c75da7452c0,239,"DatePrototypeGetMonth"
code-creation,Builtin,5,0x3c75da7453c0,239,"DatePrototypeGetSeconds"
code-creation,Builtin,5,0x3c75da7454c0,179,"DatePrototypeGetTime"
code-creation,Builtin,5,0x3c75da745580,215,"DatePrototypeGetTimezoneOffset"
code-creation,Builtin,5,0x3c75da745660,215,"DatePrototypeGetUTCDate"
code-creation,Builtin,5,0x3c75da745740,215,"DatePrototypeGetUTCDay"
code-creation,Builtin,5,0x3c75da745820,215,"DatePrototypeGetUTCFullYear"
code-creation,Builtin,5,0x3c75da745900,215,"DatePrototypeGetUTCHours"
code-creation,Builtin,5,0x3c75da7459e0,215,"DatePrototypeGetUTCMilliseconds"
tick,0xcc6d58,54935,0,(nil),4
code-creation,Builtin,5,0x3c75da745ac0,215,"DatePrototypeGetUTCMinutes"
code-creation,Builtin,5,0x3c75da745ba0,215,"DatePrototypeGetUTCMonth"
code-creation,Builtin,5,0x3c75da745c80,215,"DatePrototypeGetUTCSeconds"
code-creation,Builtin,5,0x3c75da745d60,179,"DatePrototypeValueOf"
code-creation,Builtin,5,0x3c75da745e20,481,"DatePrototypeToPrimitive"
code-creation,Builtin,5,0x3c75da746020,131,"DatePrototypeGetYear"
code-creation,Builtin,5,0x3c75da7460c0,131,"DatePrototypeSetYear"
code-creation,Builtin,5,0x3c75da746160,131,"DateNow"
code-creation,Builtin,5,0x3c75da746200,131,"DateParse"
code-creation,Builtin,5,0x3c75da7462a0,131,"DatePrototypeSetDate"
code-creation,Builtin,5,0x3c75da746340,131,"DatePrototypeSetFullYear"
code-creation,Builtin,5,0x3c75da7463e0,131,"DatePrototypeSetHours"
code-creation,Builtin,5,0x3c75da746480,131,"DatePrototypeSetMilliseconds"
code-creation,Builtin,5,0x3c75da746520,131,"DatePrototypeSetMinutes"
code-creation,Builtin,5,0x3c75da7465c0,131,"DatePrototypeSetMonth"
code-creation,Builtin,5,0x3c75da746660,131,"DatePrototypeSetSeconds"
code-creation,Builtin,5,0x3c75da746700,131,"DatePrototypeSetTime"
code-creation,Builtin,5,0x3c75da7467a0,131,"DatePrototypeSetUTCDate"
code-creation,Builtin,5,0x3c75da746840,131,"DatePrototypeSetUTCFullYear"
code-creation,Builtin,5,0x3c75da7468e0,131,"DatePrototypeSetUTCHours"
code-creation,Builtin,5,0x3c75da746980,131,"DatePrototypeSetUTCMilliseconds"
code-creation,Builtin,5,0x3c75da746a20,131,"DatePrototypeSetUTCMinutes"
code-creation,Builtin,5,0x3c75da746ac0,131,"DatePrototypeSetUTCMonth"
code-creation,Builtin,5,0x3c75da746b60,131,"DatePrototypeSetUTCSeconds"
code-creation,Builtin,5,0x3c75da746c00,131,"DatePrototypeToDateString"
code-creation,Builtin,5,0x3c75da746ca0,131,"DatePrototypeToISOString"
code-creation,Builtin,5,0x3c75da746d40,131,"DatePrototypeToUTCString"
code-creation,Builtin,5,0x3c75da746de0,131,"DatePrototypeToString"
code-creation,Builtin,5,0x3c75da746e80,131,"DatePrototypeToTimeString"
code-creation,Builtin,5,0x3c75da746f20,131,"DatePrototypeToJson"
code-creation,Builtin,5,0x3c75da746fc0,131,"DateUTC"
code-creation,Builtin,5,0x3c75da747060,131,"ErrorConstructor"
code-creation,Builtin,5,0x3c75da747100,131,"ErrorCaptureStackTrace"
code-creation,Builtin,5,0x3c75da7471a0,131,"ErrorPrototypeToString"
code-creation,Builtin,5,0x3c75da747240,131,"MakeError"
code-creation,Builtin,5,0x3c75da7472e0,131,"MakeRangeError"
code-creation,Builtin,5,0x3c75da747380,131,"MakeSyntaxError"
code-creation,Builtin,5,0x3c75da747420,131,"MakeTypeError"
code-creation,Builtin,5,0x3c75da7474c0,131,"MakeURIError"
code-creation,Builtin,5,0x3c75da747560,131,"FunctionConstructor"
code-creation,Builtin,5,0x3c75da747600,205,"FunctionPrototypeApply"
code-creation,Builtin,5,0x3c75da7476e0,131,"FunctionPrototypeBind"
code-creation,Stub,3,0x3c75da747780,2186,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da748020,928,"FastFunctionPrototypeBind"
code-creation,Builtin,5,0x3c75da7483c0,143,"FunctionPrototypeCall"
code-creation,Builtin,5,0x3c75da748460,403,"FunctionPrototypeHasInstance"
code-creation,Builtin,5,0x3c75da748600,131,"FunctionPrototypeToString"
code-creation,Builtin,5,0x3c75da7486a0,335,"CreateIterResultObject"
code-creation,Builtin,5,0x3c75da748800,131,"GeneratorFunctionConstructor"
code-creation,Builtin,5,0x3c75da7488a0,300,"GeneratorPrototypeNext"
code-creation,Builtin,5,0x3c75da7489e0,308,"GeneratorPrototypeReturn"
code-creation,Builtin,5,0x3c75da748b20,320,"GeneratorPrototypeThrow"
code-creation,Builtin,5,0x3c75da748c60,131,"AsyncFunctionConstructor"
code-creation,Builtin,5,0x3c75da748d00,131,"GlobalDecodeURI"
code-creation,Builtin,5,0x3c75da748da0,131,"GlobalDecodeURIComponent"
code-creation,Builtin,5,0x3c75da748e40,131,"GlobalEncodeURI"
code-creation,Builtin,5,0x3c75da748ee0,131,"GlobalEncodeURIComponent"
code-creation,Builtin,5,0x3c75da748f80,131,"GlobalEscape"
code-creation,Builtin,5,0x3c75da749020,131,"GlobalUnescape"
code-creation,Builtin,5,0x3c75da7490c0,131,"GlobalEval"
code-creation,Builtin,5,0x3c75da749160,207,"GlobalIsFinite"
tick,0x7fd9f8c492ad,55990,0,(nil),4
code-creation,Builtin,5,0x3c75da749240,203,"GlobalIsNaN"
code-creation,Builtin,5,0x3c75da749320,131,"JsonParse"
code-creation,Builtin,5,0x3c75da7493c0,131,"JsonStringify"
code-creation,Builtin,11,0x3c75da749460,1107,"LoadIC"
code-creation,Builtin,11,0x3c75da7498c0,1123,"LoadICTrampoline"
tick,0xcbee34,57041,0,(nil),4
code-creation,Builtin,13,0x3c75da749d40,2086,"KeyedLoadIC"
code-creation,Builtin,13,0x3c75da74a580,2102,"KeyedLoadICTrampoline"
tick,0xce3a9e,58094,0,(nil),4
code-creation,Stub,3,0x3c75da74adc0,2228,"RecordWriteStub"
code-creation,Stub,3,0x3c75da74b680,946,"RecordWriteStub"
code-creation,Stub,3,0x3c75da74ba40,2174,"RecordWriteStub"
code-creation,Stub,3,0x3c75da74c2c0,2201,"RecordWriteStub"
code-creation,Builtin,14,0x3c75da74cb60,4632,"StoreIC"
code-creation,Builtin,14,0x3c75da74dd80,4648,"StoreICTrampoline"
tick,0x7fd9f8c492ad,59150,0,(nil),4
code-creation,Builtin,14,0x3c75da74efc0,4632,"StoreICStrict"
tick,0xce6fd6,60200,0,(nil),4
code-creation,Builtin,14,0x3c75da7501e0,4648,"StoreICStrictTrampoline"
tick,0xcc090d,61253,0,(nil),4
code-creation,Stub,3,0x3c75da751420,2201,"RecordWriteStub"
code-creation,Builtin,15,0x3c75da751cc0,4736,"KeyedStoreIC"
code-creation,Builtin,15,0x3c75da752f40,4752,"KeyedStoreICTrampoline"
tick,0xcf9a90,62306,0,(nil),4
code-creation,Builtin,15,0x3c75da7541e0,4736,"KeyedStoreICStrict"
tick,0xce022b,63359,0,(nil),4
code-creation,Builtin,15,0x3c75da755460,4752,"KeyedStoreICStrictTrampoline"
code-creation,Builtin,12,0x3c75da756700,803,"LoadGlobalIC"
code-creation,Builtin,12,0x3c75da756a40,779,"LoadGlobalICInsideTypeof"
code-creation,Builtin,12,0x3c75da756d60,819,"LoadGlobalICTrampoline"
code-creation,Builtin,12,0x3c75da7570a0,795,"LoadGlobalICInsideTypeofTrampoline"
tick,0x7fd9f8b9f3f0,64417,0,(nil),4
code-creation,Builtin,5,0x3c75da7573c0,350,"MathAbs"
code-creation,Builtin,5,0x3c75da757520,342,"MathAcos"
code-creation,Builtin,5,0x3c75da757680,342,"MathAcosh"
code-creation,Builtin,5,0x3c75da7577e0,342,"MathAsin"
code-creation,Builtin,5,0x3c75da757940,342,"MathAsinh"
code-creation,Builtin,5,0x3c75da757aa0,342,"MathAtan"
code-creation,Builtin,5,0x3c75da757c00,342,"MathAtanh"
code-creation,Builtin,5,0x3c75da757d60,429,"MathAtan2"
code-creation,Builtin,5,0x3c75da757f20,342,"MathCbrt"
code-creation,Builtin,5,0x3c75da758080,366,"MathCeil"
code-creation,Stub,3,0x3c75da758200,182,"DoubleToIStub"
code-creation,Builtin,5,0x3c75da7582c0,235,"MathClz32"
code-creation,Builtin,5,0x3c75da7583c0,342,"MathCos"
code-creation,Builtin,5,0x3c75da758520,342,"MathCosh"
code-creation,Builtin,5,0x3c75da758680,342,"MathExp"
code-creation,Builtin,5,0x3c75da7587e0,342,"MathExpm1"
tick,0x7fd9f8bd034f,65463,0,(nil),4
code-creation,Builtin,5,0x3c75da758940,366,"MathFloor"
code-creation,Builtin,5,0x3c75da758ac0,322,"MathFround"
code-creation,Builtin,5,0x3c75da758c20,131,"MathHypot"
code-creation,Stub,3,0x3c75da758cc0,182,"DoubleToIStub"
code-creation,Builtin,5,0x3c75da758d80,370,"MathImul"
code-creation,Builtin,5,0x3c75da758f00,342,"MathLog"
code-creation,Builtin,5,0x3c75da759060,342,"MathLog1p"
code-creation,Builtin,5,0x3c75da7591c0,342,"MathLog10"
code-creation,Builtin,5,0x3c75da759320,342,"MathLog2"
code-creation,Builtin,5,0x3c75da759480,304,"MathMax"
code-creation,Builtin,5,0x3c75da7595c0,304,"MathMin"
code-creation,Stub,3,0x3c75da759700,355,"MathPowStub"
code-creation,Builtin,5,0x3c75da759880,473,"MathPow"
code-creation,Builtin,5,0x3c75da759a60,390,"MathRandom"
code-creation,Builtin,5,0x3c75da759c00,418,"MathRound"
code-creation,Builtin,5,0x3c75da759dc0,426,"MathSign"
code-creation,Builtin,5,0x3c75da759f80,342,"MathSin"
code-creation,Builtin,5,0x3c75da75a0e0,342,"MathSinh"
code-creation,Builtin,5,0x3c75da75a240,342,"MathTan"
code-creation,Builtin,5,0x3c75da75a3a0,342,"MathTanh"
tick,0x7fd9f8bd0494,66516,0,(nil),4
code-creation,Builtin,5,0x3c75da75a500,314,"MathSqrt"
code-creation,Builtin,5,0x3c75da75a640,366,"MathTrunc"
code-creation,Builtin,5,0x3c75da75a7c0,143,"NumberConstructor"
code-creation,Builtin,5,0x3c75da75a860,275,"NumberConstructor_ConstructStub"
code-creation,Builtin,5,0x3c75da75a980,176,"NumberIsFinite"
code-creation,Builtin,5,0x3c75da75aa40,188,"NumberIsInteger"
code-creation,Builtin,5,0x3c75da75ab00,172,"NumberIsNaN"
code-creation,Builtin,5,0x3c75da75abc0,232,"NumberIsSafeInteger"
code-creation,Builtin,5,0x3c75da75acc0,282,"NumberParseFloat"
code-creation,Stub,3,0x3c75da75ade0,182,"DoubleToIStub"
code-creation,Builtin,5,0x3c75da75aea0,435,"NumberParseInt"
code-creation,Builtin,5,0x3c75da75b060,131,"NumberPrototypeToExponential"
code-creation,Builtin,5,0x3c75da75b100,131,"NumberPrototypeToFixed"
code-creation,Builtin,5,0x3c75da75b1a0,131,"NumberPrototypeToLocaleString"
code-creation,Builtin,5,0x3c75da75b240,131,"NumberPrototypeToPrecision"
code-creation,Builtin,5,0x3c75da75b2e0,131,"NumberPrototypeToString"
code-creation,Builtin,5,0x3c75da75b380,215,"NumberPrototypeValueOf"
code-creation,Stub,3,0x3c75da75b460,1840,"StringAddStub_CheckNone_NotTenured"
code-creation,Stub,3,0x3c75da75bba0,629,"StringAddStub_ConvertLeft_NotTenured"
tick,0xcfcc98,67569,0,(nil),4
code-creation,Stub,3,0x3c75da75be20,601,"StringAddStub_ConvertRight_NotTenured"
code-creation,Builtin,5,0x3c75da75c080,1140,"Add"
code-creation,Builtin,5,0x3c75da75c500,592,"Subtract"
code-creation,Builtin,5,0x3c75da75c760,713,"Multiply"
code-creation,Builtin,5,0x3c75da75ca40,696,"Divide"
code-creation,Builtin,5,0x3c75da75cd00,704,"Modulus"
code-creation,Builtin,5,0x3c75da75cfc0,382,"BitwiseAnd"
code-creation,Builtin,5,0x3c75da75d140,382,"BitwiseOr"
code-creation,Builtin,5,0x3c75da75d2c0,382,"BitwiseXor"
tick,0xce7ce4,68621,0,(nil),4
code-creation,Builtin,5,0x3c75da75d440,394,"ShiftLeft"
code-creation,Builtin,5,0x3c75da75d5e0,394,"ShiftRight"
code-creation,Builtin,5,0x3c75da75d780,557,"ShiftRightLogical"
code-creation,Builtin,5,0x3c75da75d9c0,834,"LessThan"
code-creation,Builtin,5,0x3c75da75dd20,834,"LessThanOrEqual"
code-creation,Builtin,5,0x3c75da75e080,834,"GreaterThan"
code-creation,Builtin,5,0x3c75da75e3e0,834,"GreaterThanOrEqual"
code-creation,Builtin,5,0x3c75da75e740,1852,"Equal"
tick,0x7fd9f8bd4315,69674,0,(nil),4
code-creation,Builtin,5,0x3c75da75ee80,1852,"NotEqual"
code-creation,Builtin,5,0x3c75da75f5c0,407,"StrictEqual"
code-creation,Builtin,5,0x3c75da75f760,407,"StrictNotEqual"
code-creation,Builtin,5,0x3c75da75f900,131,"ObjectAssign"
code-creation,Builtin,5,0x3c75da75f9a0,904,"ObjectCreate"
code-creation,Builtin,5,0x3c75da75fd40,131,"ObjectDefineGetter"
code-creation,Builtin,5,0x3c75da75fde0,131,"ObjectDefineProperties"
code-creation,Builtin,5,0x3c75da75fe80,131,"ObjectDefineProperty"
code-creation,Builtin,5,0x3c75da75ff20,131,"ObjectDefineSetter"
code-creation,Builtin,5,0x3c75da75ffc0,131,"ObjectEntries"
code-creation,Builtin,5,0x3c75da760060,131,"ObjectFreeze"
code-creation,Builtin,5,0x3c75da760100,131,"ObjectGetOwnPropertyDescriptor"
code-creation,Builtin,5,0x3c75da7601a0,131,"ObjectGetOwnPropertyDescriptors"
code-creation,Builtin,5,0x3c75da760240,131,"ObjectGetOwnPropertyNames"
code-creation,Builtin,5,0x3c75da7602e0,131,"ObjectGetOwnPropertySymbols"
code-creation,Builtin,5,0x3c75da760380,131,"ObjectGetPrototypeOf"
code-creation,Builtin,5,0x3c75da760420,131,"ObjectSetPrototypeOf"
tick,0xcedd18,70744,0,(nil),4
code-creation,Builtin,5,0x3c75da7604c0,1659,"ObjectHasOwnProperty"
code-creation,Builtin,5,0x3c75da760b40,131,"ObjectIs"
code-creation,Builtin,5,0x3c75da760be0,131,"ObjectIsExtensible"
code-creation,Builtin,5,0x3c75da760c80,131,"ObjectIsFrozen"
code-creation,Builtin,5,0x3c75da760d20,131,"ObjectIsSealed"
code-creation,Builtin,5,0x3c75da760dc0,131,"ObjectKeys"
code-creation,Builtin,5,0x3c75da760e60,131,"ObjectLookupGetter"
code-creation,Builtin,5,0x3c75da760f00,131,"ObjectLookupSetter"
code-creation,Builtin,5,0x3c75da760fa0,131,"ObjectPreventExtensions"
code-creation,Builtin,5,0x3c75da761040,880,"ObjectProtoToString"
code-creation,Builtin,5,0x3c75da7613c0,131,"ObjectPrototypePropertyIsEnumerable"
code-creation,Builtin,5,0x3c75da761460,131,"ObjectPrototypeGetProto"
code-creation,Builtin,5,0x3c75da761500,131,"ObjectPrototypeSetProto"
code-creation,Builtin,5,0x3c75da7615a0,131,"ObjectSeal"
code-creation,Builtin,5,0x3c75da761640,131,"ObjectValues"
code-creation,Builtin,5,0x3c75da7616e0,443,"OrdinaryHasInstance"
code-creation,Builtin,5,0x3c75da7618a0,502,"InstanceOf"
tick,0xc8a448,71787,0,(nil),4
code-creation,Builtin,5,0x3c75da761aa0,1921,"ForInFilter"
code-creation,Builtin,5,0x3c75da762240,1961,"ForInNext"
code-creation,Stub,3,0x3c75da762a00,404,"CEntryStub"
code-creation,Builtin,5,0x3c75da762ba0,308,"ForInPrepare"
code-creation,Builtin,5,0x3c75da762ce0,323,"PromiseGetCapabilitiesExecutor"
tick,0xce1215,72839,0,(nil),4
code-creation,Stub,3,0x3c75da762e40,2177,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da7636e0,2608,"NewPromiseCapability"
code-creation,Stub,3,0x3c75da764120,2205,"RecordWriteStub"
code-creation,Stub,3,0x3c75da7649c0,2186,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da765260,2652,"PromiseConstructor"
code-creation,Builtin,5,0x3c75da765cc0,522,"PromiseInternalConstructor"
code-creation,Builtin,5,0x3c75da765ee0,164,"IsPromise"
tick,0xce1d3b,73892,0,(nil),4
code-creation,Stub,3,0x3c75da765fa0,2228,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da766860,4516,"PromiseResolveClosure"
code-creation,Builtin,5,0x3c75da767a20,872,"PromiseRejectClosure"
tick,0xce7679,74945,0,(nil),4
code-creation,Stub,3,0x3c75da767da0,2177,"RecordWriteStub"
code-creation,Stub,3,0x3c75da768640,2181,"RecordWriteStub"
code-creation,Stub,3,0x3c75da768ee0,2206,"RecordWriteStub"
code-creation,Stub,3,0x3c75da769780,2205,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76a020,2208,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76a8c0,2199,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76b160,2232,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76ba20,2211,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76c2e0,2250,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76cbc0,2253,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76d4a0,2212,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76dd60,2215,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76e620,2177,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76eec0,2178,"RecordWriteStub"
code-creation,Stub,3,0x3c75da76f760,2231,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da770020,8628,"PromiseThen"
tick,0x126831f,75998,0,(nil),4
tick,0xcbdfc2,77050,0,(nil),4
code-creation,Builtin,5,0x3c75da7721e0,8772,"PromiseCatch"
code-creation,Builtin,5,0x3c75da774440,4464,"ResolvePromise"
code-creation,Builtin,5,0x3c75da7755c0,808,"PromiseHandleReject"
tick,0xbf0c1e,78103,0,(nil),4
code-creation,Builtin,5,0x3c75da775900,4912,"PromiseHandle"
tick,0xcebf61,79156,0,(nil),4
code-creation,Builtin,5,0x3c75da776c40,8228,"PromiseResolve"
tick,0xc35818,80215,0,(nil),4
code-creation,Builtin,5,0x3c75da778c80,2996,"PromiseReject"
code-creation,Builtin,5,0x3c75da779840,816,"InternalPromiseReject"
tick,0xce3eba,81268,0,(nil),4
code-creation,Stub,3,0x3c75da779b80,2186,"RecordWriteStub"
code-creation,Stub,3,0x3c75da77a420,2177,"RecordWriteStub"
code-creation,Stub,3,0x3c75da77acc0,2220,"RecordWriteStub"
code-creation,Stub,3,0x3c75da77b580,2211,"RecordWriteStub"
code-creation,Stub,3,0x3c75da77be40,2208,"RecordWriteStub"
code-creation,Stub,3,0x3c75da77c6e0,2202,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da77cf80,6796,"PromiseFinally"
tick,0xce2861,82337,0,(nil),4
code-creation,Stub,3,0x3c75da784000,2174,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da784880,11056,"PromiseThenFinally"
tick,0xcc6e14,83374,0,(nil),4
tick,0xced1bf,84427,0,(nil),4
code-creation,Builtin,5,0x3c75da7873c0,11056,"PromiseCatchFinally"
code-creation,Builtin,5,0x3c75da789f00,124,"PromiseValueThunkFinally"
code-creation,Builtin,5,0x3c75da789f80,151,"PromiseThrowerFinally"
code-creation,Builtin,5,0x3c75da78a020,131,"ProxyConstructor"
code-creation,Builtin,5,0x3c75da78a0c0,131,"ProxyConstructor_ConstructStub"
code-creation,Builtin,5,0x3c75da78a160,192,"ReflectApply"
code-creation,Builtin,5,0x3c75da78a220,231,"ReflectConstruct"
code-creation,Builtin,5,0x3c75da78a320,131,"ReflectDefineProperty"
code-creation,Builtin,5,0x3c75da78a3c0,131,"ReflectDeleteProperty"
code-creation,Builtin,5,0x3c75da78a460,131,"ReflectGet"
code-creation,Builtin,5,0x3c75da78a500,131,"ReflectGetOwnPropertyDescriptor"
code-creation,Builtin,5,0x3c75da78a5a0,131,"ReflectGetPrototypeOf"
code-creation,Builtin,5,0x3c75da78a640,131,"ReflectHas"
code-creation,Builtin,5,0x3c75da78a6e0,131,"ReflectIsExtensible"
code-creation,Builtin,5,0x3c75da78a780,131,"ReflectOwnKeys"
code-creation,Builtin,5,0x3c75da78a820,131,"ReflectPreventExtensions"
code-creation,Builtin,5,0x3c75da78a8c0,131,"ReflectSet"
code-creation,Builtin,5,0x3c75da78a960,131,"ReflectSetPrototypeOf"
code-creation,Builtin,5,0x3c75da78aa00,131,"RegExpCapture1Getter"
code-creation,Builtin,5,0x3c75da78aaa0,131,"RegExpCapture2Getter"
code-creation,Builtin,5,0x3c75da78ab40,131,"RegExpCapture3Getter"
code-creation,Builtin,5,0x3c75da78abe0,131,"RegExpCapture4Getter"
code-creation,Builtin,5,0x3c75da78ac80,131,"RegExpCapture5Getter"
code-creation,Builtin,5,0x3c75da78ad20,131,"RegExpCapture6Getter"
code-creation,Builtin,5,0x3c75da78adc0,131,"RegExpCapture7Getter"
code-creation,Builtin,5,0x3c75da78ae60,131,"RegExpCapture8Getter"
code-creation,Builtin,5,0x3c75da78af00,131,"RegExpCapture9Getter"
tick,0xceaaf5,85479,0,(nil),4
code-creation,Builtin,5,0x3c75da78afa0,2740,"RegExpConstructor"
code-creation,Stub,3,0x3c75da78ba60,1373,"RecordWriteStub"
code-creation,Stub,3,0x3c75da78bfc0,895,"RegExpExecStub"
tick,0xce1c74,86533,0,(nil),4
tick,0xbea86f,87600,0,(nil),4
code-creation,Builtin,5,0x3c75da78c340,7748,"RegExpInternalMatch"
code-creation,Builtin,5,0x3c75da78e1a0,131,"RegExpInputGetter"
code-creation,Builtin,5,0x3c75da78e240,131,"RegExpInputSetter"
code-creation,Builtin,5,0x3c75da78e2e0,131,"RegExpLastMatchGetter"
code-creation,Builtin,5,0x3c75da78e380,131,"RegExpLastParenGetter"
code-creation,Builtin,5,0x3c75da78e420,131,"RegExpLeftContextGetter"
code-creation,Builtin,5,0x3c75da78e4c0,1568,"RegExpPrototypeCompile"
tick,0x7fd9f8bd6212,88644,0,(nil),4
tick,0xceb808,89697,0,(nil),4
tick,0xcedd74,90749,0,(nil),4
tick,0xcbefa4,91814,0,(nil),4
code-creation,Builtin,5,0x3c75da78eae0,16620,"RegExpPrototypeExec"
code-creation,Builtin,5,0x3c75da792be0,1933,"RegExpPrototypeFlagsGetter"
tick,0xce121b,92868,0,(nil),4
code-creation,Builtin,5,0x3c75da793380,310,"RegExpPrototypeGlobalGetter"
code-creation,Builtin,5,0x3c75da7934c0,310,"RegExpPrototypeIgnoreCaseGetter"
tick,0xbf3e58,93908,0,(nil),4
tick,0xcfcc7a,94961,0,(nil),4
tick,0xc3ad7b,96014,0,(nil),4
tick,0xc35921,97081,0,(nil),4
tick,0xce1c0d,98122,0,(nil),4
tick,0xce2c14,99176,0,(nil),4
tick,0xcedba6,100230,0,(nil),4
tick,0xce3eba,101283,0,(nil),4
tick,0xce0f2c,102337,0,(nil),4
tick,0xabb42b,103391,0,(nil),4
tick,0xcecf52,104481,0,(nil),4
tick,0xcc093e,105520,0,(nil),4
tick,0xc37887,106627,0,(nil),4
code-creation,Stub,3,0x3c75da793600,2186,"RecordWriteStub"
code-creation,Stub,3,0x3c75da793ea0,2189,"RecordWriteStub"
code-creation,Stub,3,0x3c75da794740,2243,"RecordWriteStub"
code-creation,Stub,3,0x3c75da795020,2193,"RecordWriteStub"
code-creation,Stub,3,0x3c75da7958c0,2165,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da796140,51352,"RegExpPrototypeMatch"
code-creation,Builtin,5,0x3c75da7a29e0,310,"RegExpPrototypeMultilineGetter"
tick,0x7fd9f8bd6212,107728,0,(nil),4
tick,0xc35738,108814,0,(nil),4
tick,0x7fd9f8c9f989,109902,0,(nil),4
tick,0xcecf1b,110952,0,(nil),4
code-creation,Stub,3,0x3c75da7a2b20,2190,"RecordWriteStub"
tick,0x12c0d66,112030,0,(nil),4
code-creation,Stub,3,0x3c75da7a33c0,2232,"RecordWriteStub"
code-creation,Builtin,5,0x3c75da7a3c80,19197,"RegExpPrototypeSearch"
code-creation,Builtin,5,0x3c75da7a8780,351,"RegExpPrototypeSourceGetter"
code-creation,Builtin,5,0x3c75da7a88e0,310,"RegExpPrototypeStickyGetter"
tick,0xca5f98,113118,0,(nil),4
tick,0xced92f,114194,0,(nil),4
tick,0xcecefb,115312,0,(nil),4
code-creation,Builtin,5,0x3c75da7a8a20,17420,"RegExpPrototypeTest"
code-creation,Builtin,5,0x3c75da7ace40,131,"RegExpPrototypeToString"
code-creation,Builtin,5,0x3c75da7acee0,310,"RegExpPrototypeUnicodeGetter"
code-creation,Builtin,5,0x3c75da7ad020,131,"RegExpRightContextGetter"
tick,0xbf4e40,116402,0,(nil),4
tick,0xc34f66,117492,0,(nil),4
tick,0xce031d,118573,0,(nil),4
